dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
95;2020-04-11;91;15;11;60
95;2020-04-12;35;10;11;20
95;2020-04-13;40;4;10;26
95;2020-04-14;77;7;12;33
95;2020-04-15;68;7;11;69
95;2020-04-16;102;5;17;83
95;2020-04-17;60;4;11;62
95;2020-04-18;55;5;17;46
95;2020-04-19;29;4;13;14
95;2020-04-20;51;6;14;23
95;2020-04-21;46;3;9;48
95;2020-04-22;78;4;10;34
95;2020-04-23;55;3;15;40
95;2020-04-24;43;4;15;41
95;2020-04-25;27;4;6;33
95;2020-04-26;12;1;5;10
95;2020-04-27;17;0;8;13
95;2020-04-28;49;3;18;27
95;2020-04-29;21;0;10;37
95;2020-04-30;17;0;5;33
95;2020-05-01;21;1;6;28
95;2020-05-02;5;0;5;5
2A;2020-03-19;56;9;1;9
2A;2020-03-20;8;0;2;1
2A;2020-03-21;4;0;1;3
2A;2020-03-22;7;2;2;1
2A;2020-03-23;8;1;1;1
2A;2020-03-24;8;0;0;4
2A;2020-03-25;21;0;7;3
2A;2020-03-26;18;4;3;2
2A;2020-03-27;10;0;0;2
2A;2020-03-28;9;6;0;2
2A;2020-03-29;15;4;0;6
2A;2020-03-30;14;1;0;12
2A;2020-03-31;3;2;1;4
2A;2020-04-01;3;3;1;0
2A;2020-04-02;6;1;2;2
2A;2020-04-03;3;1;3;2
2A;2020-04-04;7;1;0;0
2A;2020-04-05;0;0;0;2
2A;2020-04-06;1;1;3;0
2A;2020-04-07;5;3;2;0
2A;2020-04-08;4;3;0;1
2A;2020-04-09;1;1;2;2
2A;2020-04-10;0;0;1;4
2A;2020-04-11;1;0;1;2
2A;2020-04-12;3;1;0;2
2A;2020-04-13;3;1;2;0
2A;2020-04-14;2;1;0;2
2A;2020-04-15;1;0;1;2
2A;2020-04-16;0;0;0;1
2A;2020-04-17;2;1;1;0
2A;2020-04-18;2;0;0;8
2A;2020-04-19;5;0;2;2
2A;2020-04-20;0;1;2;0
2A;2020-04-21;1;0;0;4
2A;2020-04-22;3;0;0;5
2A;2020-04-23;1;0;0;4
2A;2020-04-24;4;0;0;2
2A;2020-04-25;0;0;1;3
2A;2020-04-26;0;0;0;0
2A;2020-04-27;0;0;0;0
2A;2020-04-28;1;0;0;5
2A;2020-04-29;1;0;0;5
2A;2020-04-30;2;0;0;3
2A;2020-05-01;3;0;0;1
2A;2020-05-02;0;0;0;0
2B;2020-03-19;1;0;0;1
2B;2020-03-20;28;0;0;22
2B;2020-03-21;0;0;0;0
2B;2020-03-22;0;0;0;0
2B;2020-03-23;8;0;0;8
2B;2020-03-24;4;0;0;3
2B;2020-03-25;1;0;1;0
2B;2020-03-26;9;0;1;8
2B;2020-03-27;5;1;0;5
2B;2020-03-28;1;0;0;0
2B;2020-03-29;1;0;0;2
2B;2020-03-30;0;0;0;0
2B;2020-03-31;10;0;0;8
2B;2020-04-01;0;0;0;3
2B;2020-04-02;14;2;0;6
2B;2020-04-03;6;0;0;5
2B;2020-04-04;20;1;0;2
2B;2020-04-05;0;0;0;0
2B;2020-04-06;0;0;1;0
2B;2020-04-07;0;0;0;1
2B;2020-04-08;2;0;0;2
2B;2020-04-09;1;0;0;0
2B;2020-04-10;0;0;0;4
2B;2020-04-11;0;0;0;0
2B;2020-04-12;0;0;0;2
2B;2020-04-13;0;0;0;0
2B;2020-04-14;0;0;0;1
2B;2020-04-15;13;1;2;0
2B;2020-04-16;3;1;0;2
2B;2020-04-17;0;0;0;1
2B;2020-04-18;2;0;0;3
2B;2020-04-19;0;0;0;2
2B;2020-04-20;0;1;1;2
2B;2020-04-21;1;0;1;1
2B;2020-04-22;5;1;1;0
2B;2020-04-23;0;0;0;0
2B;2020-04-24;2;0;0;0
2B;2020-04-25;0;0;0;2
2B;2020-04-26;0;0;0;0
2B;2020-04-27;0;0;0;0
2B;2020-04-28;4;1;0;2
2B;2020-04-29;1;0;0;2
2B;2020-04-30;1;0;0;0
2B;2020-05-01;0;0;0;0
2B;2020-05-02;0;0;0;2
971;2020-03-19;0;0;0;0
971;2020-03-20;0;0;0;0
971;2020-03-21;0;0;0;0
971;2020-03-22;6;5;0;0
971;2020-03-23;0;0;0;0
971;2020-03-24;0;0;0;0
971;2020-03-25;0;0;0;0
971;2020-03-26;19;3;0;4
971;2020-03-27;11;7;1;2
971;2020-03-28;18;0;0;3
971;2020-03-29;1;0;1;0
971;2020-03-30;2;3;2;9
971;2020-03-31;4;2;1;1
971;2020-04-01;6;2;2;6
971;2020-04-02;9;4;0;3
971;2020-04-03;6;1;1;6
971;2020-04-04;3;2;0;1
971;2020-04-05;2;2;0;1
971;2020-04-06;5;0;0;1
971;2020-04-07;1;0;0;6
971;2020-04-08;5;1;2;4
971;2020-04-09;3;2;0;3
971;2020-04-10;2;3;0;2
971;2020-04-11;3;0;0;0
971;2020-04-12;2;0;0;1
971;2020-04-13;3;0;0;0
971;2020-04-14;0;0;0;0
971;2020-04-15;0;1;0;7
971;2020-04-16;1;0;0;3
971;2020-04-17;2;2;0;0
971;2020-04-18;0;0;1;3
971;2020-04-19;1;0;0;0
971;2020-04-20;0;0;1;1
971;2020-04-21;0;1;0;7
971;2020-04-22;4;0;1;1
971;2020-04-23;0;1;0;1
971;2020-04-24;0;0;1;0
971;2020-04-25;0;0;0;0
971;2020-04-26;1;1;0;0
971;2020-04-27;1;0;1;0
971;2020-04-28;0;0;0;0
971;2020-04-29;1;1;0;2
971;2020-04-30;0;0;2;0
971;2020-05-01;0;0;1;0
971;2020-05-02;0;0;0;0
972;2020-03-19;1;0;0;0
972;2020-03-20;2;0;0;0
972;2020-03-21;0;0;0;0
972;2020-03-22;1;1;0;0
972;2020-03-23;0;0;0;0
972;2020-03-24;5;2;0;11
972;2020-03-25;11;2;0;1
972;2020-03-26;8;4;0;1
972;2020-03-27;14;3;0;0
972;2020-03-28;11;0;0;2
972;2020-03-29;9;2;2;2
972;2020-03-30;1;1;0;0
972;2020-03-31;11;3;0;3
972;2020-04-01;4;1;1;5
972;2020-04-02;2;1;0;7
972;2020-04-03;0;0;0;3
972;2020-04-04;6;2;0;1
972;2020-04-05;5;2;0;2
972;2020-04-06;2;0;1;0
972;2020-04-07;1;0;0;4
972;2020-04-08;0;1;0;2
972;2020-04-09;1;0;1;2
972;2020-04-10;0;0;0;3
972;2020-04-11;1;0;0;2
972;2020-04-12;0;0;1;2
972;2020-04-13;1;1;0;0
972;2020-04-14;0;0;0;0
972;2020-04-15;0;0;0;1
972;2020-04-16;4;1;0;2
972;2020-04-17;2;0;0;4
972;2020-04-18;0;0;1;1
972;2020-04-19;1;0;0;1
972;2020-04-20;0;0;2;0
972;2020-04-21;5;0;4;0
972;2020-04-22;0;0;0;2
972;2020-04-23;1;0;1;0
972;2020-04-24;0;0;0;1
972;2020-04-25;0;0;0;0
972;2020-04-26;0;0;0;0
972;2020-04-27;0;0;0;0
972;2020-04-28;0;0;0;1
972;2020-04-29;0;0;0;0
972;2020-04-30;2;1;0;13
972;2020-05-01;0;0;0;0
972;2020-05-02;0;0;0;0
973;2020-03-19;0;0;0;0
973;2020-03-20;0;0;0;0
973;2020-03-21;0;0;0;0
973;2020-03-22;0;0;0;0
973;2020-03-23;0;0;0;0
973;2020-03-24;0;0;0;0
973;2020-03-25;0;0;0;0
973;2020-03-26;0;0;0;0
973;2020-03-27;0;0;0;0
973;2020-03-28;0;0;0;0
973;2020-03-29;0;0;0;0
973;2020-03-30;0;0;0;0
973;2020-03-31;0;0;0;0
973;2020-04-01;10;0;0;5
973;2020-04-02;3;0;0;3
973;2020-04-03;2;1;0;0
973;2020-04-04;0;0;0;0
973;2020-04-05;0;0;0;0
973;2020-04-06;0;0;0;0
973;2020-04-07;2;0;0;2
973;2020-04-08;2;0;0;0
973;2020-04-09;4;0;0;4
973;2020-04-10;1;0;0;1
973;2020-04-11;0;0;0;0
973;2020-04-12;6;0;0;0
973;2020-04-13;0;0;0;0
973;2020-04-14;3;0;0;0
973;2020-04-15;3;0;0;1
973;2020-04-16;0;1;0;10
973;2020-04-17;1;1;0;1
973;2020-04-18;0;0;0;0
973;2020-04-19;0;0;0;3
973;2020-04-20;0;0;0;1
973;2020-04-21;2;0;1;2
973;2020-04-22;0;0;0;1
973;2020-04-23;3;0;0;2
973;2020-04-24;0;0;0;0
973;2020-04-25;0;0;0;1
973;2020-04-26;0;0;0;0
973;2020-04-27;0;0;0;0
973;2020-04-28;0;0;0;0
973;2020-04-29;0;0;0;0
973;2020-04-30;0;0;0;1
973;2020-05-01;2;0;0;0
973;2020-05-02;0;0;0;0
974;2020-03-19;0;0;0;0
974;2020-03-20;0;0;0;0
974;2020-03-21;0;0;0;0
974;2020-03-22;0;0;0;0
974;2020-03-23;0;0;0;0
974;2020-03-24;1;1;0;0
974;2020-03-25;0;0;0;0
974;2020-03-26;0;0;0;0
974;2020-03-27;0;0;0;0
974;2020-03-28;12;1;0;0
974;2020-03-29;43;1;0;5
974;2020-03-30;4;1;0;1
974;2020-03-31;6;2;0;4
974;2020-04-01;7;0;0;10
974;2020-04-02;5;0;0;4
974;2020-04-03;4;0;0;5
974;2020-04-04;3;2;0;10
974;2020-04-05;0;0;0;2
974;2020-04-06;3;0;0;2
974;2020-04-07;1;0;0;9
974;2020-04-08;5;0;0;3
974;2020-04-09;0;1;0;3
974;2020-04-10;6;0;0;0
974;2020-04-11;0;0;0;12
974;2020-04-12;0;0;0;2
974;2020-04-13;0;0;0;0
974;2020-04-14;0;0;0;1
974;2020-04-15;0;0;0;4
974;2020-04-16;2;1;0;7
974;2020-04-17;1;0;0;3
974;2020-04-18;0;0;0;3
974;2020-04-19;4;0;0;1
974;2020-04-20;1;0;0;3
974;2020-04-21;0;0;0;1
974;2020-04-22;0;0;0;2
974;2020-04-23;0;0;0;2
974;2020-04-24;0;0;0;2
974;2020-04-25;1;0;0;2
974;2020-04-26;0;0;0;1
974;2020-04-27;0;0;0;0
974;2020-04-28;1;0;0;1
974;2020-04-29;3;0;0;5
974;2020-04-30;0;0;0;0
974;2020-05-01;0;0;0;0
974;2020-05-02;2;1;0;1
976;2020-03-19;0;0;0;0
976;2020-03-20;0;0;0;0
976;2020-03-21;0;0;0;0
976;2020-03-22;0;0;0;0
976;2020-03-23;0;0;0;0
976;2020-03-24;0;0;0;0
976;2020-03-25;0;0;0;0
976;2020-03-26;0;0;0;0
976;2020-03-27;0;0;0;0
976;2020-03-28;0;0;0;0
976;2020-03-29;0;0;0;0
976;2020-03-30;0;0;0;0
976;2020-03-31;0;0;0;0
976;2020-04-01;1;0;0;1
976;2020-04-02;12;3;2;1
976;2020-04-03;9;0;0;0
976;2020-04-04;2;0;0;5
976;2020-04-05;3;0;0;1
976;2020-04-06;4;0;0;5
976;2020-04-07;4;0;0;4
976;2020-04-08;7;1;0;8
976;2020-04-09;2;0;0;1
976;2020-04-10;2;0;0;0
976;2020-04-11;2;0;1;1
976;2020-04-12;2;0;0;0
976;2020-04-13;0;0;0;0
976;2020-04-14;4;0;0;10
976;2020-04-15;5;1;0;3
976;2020-04-16;7;2;1;2
976;2020-04-17;2;0;0;2
976;2020-04-18;2;0;0;0
976;2020-04-19;5;0;1;3
976;2020-04-20;1;0;1;3
976;2020-04-21;4;0;0;5
976;2020-04-22;4;0;0;2
976;2020-04-23;2;0;0;4
976;2020-04-24;9;0;0;2
976;2020-04-25;0;0;0;0
976;2020-04-26;12;2;0;6
976;2020-04-27;6;0;0;4
976;2020-04-28;8;0;0;10
976;2020-04-29;0;0;0;0
976;2020-04-30;7;0;0;9
976;2020-05-01;6;2;2;8
976;2020-05-02;2;1;0;1
